datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-02 09:00:00,2022-01-02 09:00:00,0.9845372904988459,2022,1,2,0.999737424686215,10.981911537360995
2022-01-02 10:00:00,2022-01-02 10:00:00,0.692470694224393,2022,1,2,0.9997212706653522,10.689683400877916
2022-01-02 11:00:00,2022-01-02 11:00:00,0.1370752827591316,2022,1,2,0.9997046345258405,10.134121628017535
2022-01-02 12:00:00,2022-01-02 12:00:00,0.3406068237697579,2022,1,2,0.9996875162757026,10.337481986526784
2022-01-02 13:00:00,2022-01-02 13:00:00,0.0036528140423515154,2022,1,2,0.9996699159231939,10.000351973274292
2022-01-02 14:00:00,2022-01-02 14:00:00,0.02748727622049263,2022,1,2,0.9996518334768022,10.024005610988514
2022-01-02 15:00:00,2022-01-02 15:00:00,0.8133521015115622,2022,1,2,0.9996332689452478,10.80968479096404
2022-01-02 16:00:00,2022-01-02 16:00:00,0.06846208849015523,2022,1,2,0.9996142223374836,10.064604311864992
2022-01-02 17:00:00,2022-01-02 17:00:00,0.46213843423540923,2022,1,2,0.9995946936626949,10.45808537086236
2022-01-02 18:00:00,2022-01-02 18:00:00,0.023837172307206056,2022,1,2,0.9995746829302993,10.019584001610198
2022-01-02 19:00:00,2022-01-02 19:00:00,0.1754557673267123,2022,1,2,0.9995541901499472,10.170997668826184
2022-01-02 20:00:00,2022-01-02 20:00:00,0.2040887825334401,2022,1,2,0.9995332153315211,10.19942093584865
2022-01-02 21:00:00,2022-01-02 21:00:00,0.34086055080169686,2022,1,2,0.9995117584851364,10.335978135653061
2022-01-02 22:00:00,2022-01-02 22:00:00,0.0330840216037831,2022,1,2,0.9994898196211406,10.027982217815188
2022-01-02 23:00:00,2022-01-02 23:00:00,0.34942952460409304,2022,1,2,0.9994673987501137,10.34410351210523
2022-01-03 00:00:00,2022-01-03 00:00:00,0.11169542880140959,2022,1,3,0.9994444958828685,10.106140387630095
2022-01-03 01:00:00,2022-01-03 01:00:00,0.07209821999196175,2022,1,3,0.9994211110304497,10.066309330296459
2022-01-03 02:00:00,2022-01-03 02:00:00,0.5393826816795743,2022,1,3,0.999397244204135,10.533355123720925
2022-01-03 03:00:00,2022-01-03 03:00:00,0.6181694871442107,2022,1,3,0.999372895415434,10.61189844129855
2022-01-03 04:00:00,2022-01-03 04:00:00,0.11741648756486267,2022,1,3,0.999348064676089,10.110897134325754
2022-01-03 05:00:00,2022-01-03 05:00:00,0.7488395287597084,2022,1,3,0.999322751998075,10.742067048740457
2022-01-03 06:00:00,2022-01-03 06:00:00,0.9474837507994709,2022,1,3,0.9992969573935987,10.940453324735458
2022-01-03 07:00:00,2022-01-03 07:00:00,0.27595381564129506,2022,1,3,0.9992706808750998,10.268660624392293
2022-01-03 08:00:00,2022-01-03 08:00:00,0.17633898138670834,2022,1,3,0.9992439224552503,10.16877820593921
2022-01-03 09:00:00,2022-01-03 09:00:00,0.17651359841261238,2022,1,3,0.9992166821469545,10.168680419882156
2022-01-03 10:00:00,2022-01-03 10:00:00,0.46699342828515167,2022,1,3,0.999188959963349,10.458883027918642
2022-01-03 11:00:00,2022-01-03 11:00:00,0.5640152860610891,2022,1,3,0.9991607559178031,10.55562284523912
2022-01-03 12:00:00,2022-01-03 12:00:00,0.6239812692065972,2022,1,3,0.9991320700239181,10.61530196944578
2022-01-03 13:00:00,2022-01-03 13:00:00,0.1806640483874944,2022,1,3,0.9991029022955281,10.171693071342776
2022-01-03 14:00:00,2022-01-03 14:00:00,0.36047974083883505,2022,1,3,0.9990732527466991,10.351212268305826
2022-01-03 15:00:00,2022-01-03 15:00:00,0.7113276125182663,2022,1,3,0.9990431213917298,10.701758826435563
2022-01-03 16:00:00,2022-01-03 16:00:00,0.8771943006195974,2022,1,3,0.9990125082451511,10.86731938307111
2022-01-03 17:00:00,2022-01-03 17:00:00,0.5588482347275558,2022,1,3,0.9989814133217262,10.548662367944818
2022-01-03 18:00:00,2022-01-03 18:00:00,0.700901936349718,2022,1,3,0.9989498366364509,10.690400302714226
2022-01-03 19:00:00,2022-01-03 19:00:00,0.3506210192462892,2022,1,3,0.998917778204553,10.339798801291819
2022-01-03 20:00:00,2022-01-03 20:00:00,0.049360087312003254,2022,1,3,0.9988852380414929,10.038212467726932
2022-01-03 21:00:00,2022-01-03 21:00:00,0.32707273284916494,2022,1,3,0.998852216162963,10.315594894478796
2022-01-03 22:00:00,2022-01-03 22:00:00,0.017153323284753497,2022,1,3,0.9988187125848885,10.005340449133639
2022-01-03 23:00:00,2022-01-03 23:00:00,0.11704311552443758,2022,1,3,0.9987847273234264,10.104890388758701
2022-01-04 00:00:00,2022-01-04 00:00:00,0.49438405932855145,2022,1,4,0.9987502603949663,10.481886663278214
2022-01-04 01:00:00,2022-01-04 01:00:00,0.22554094220078358,2022,1,4,0.9987153118161298,10.212694060362082
2022-01-04 02:00:00,2022-01-04 02:00:00,0.28220360048926185,2022,1,4,0.9986798816037711,10.269002416526973
2022-01-04 03:00:00,2022-01-04 03:00:00,0.3107015731160625,2022,1,4,0.9986439697749765,10.297141270865827
2022-01-04 04:00:00,2022-01-04 04:00:00,0.6549612264504205,2022,1,4,0.9986075763470647,10.641036989921068
2022-01-04 05:00:00,2022-01-04 05:00:00,0.7253070898454625,2022,1,4,0.9985707013375863,10.711014103221327
2022-01-04 06:00:00,2022-01-04 06:00:00,0.10612040308767123,2022,1,4,0.9985333447643246,10.091453850730916
2022-01-04 07:00:00,2022-01-04 07:00:00,0.1289832240379719,2022,1,4,0.9984955066452949,10.113938290490921
2022-01-04 08:00:00,2022-01-04 08:00:00,0.3429854025783754,2022,1,4,0.9984571869987445,10.32755727256582
2022-01-04 09:00:00,2022-01-04 09:00:00,0.33759310662366515,2022,1,4,0.9984183858431536,10.3217769650552
2022-01-04 10:00:00,2022-01-04 10:00:00,0.5448815841454614,2022,1,4,0.9983791031972338,10.528672616117799
2022-01-04 11:00:00,2022-01-04 11:00:00,0.978005163862369,2022,1,4,0.9983393390799294,10.961398554661663
2022-01-04 12:00:00,2022-01-04 12:00:00,0.34963430390316275,2022,1,4,0.9982990935104169,10.332625239007331
2022-01-04 13:00:00,2022-01-04 13:00:00,0.558713481517885,2022,1,4,0.9982583665081046,10.54129714659893
2022-01-04 14:00:00,2022-01-04 14:00:00,0.43331123144910966,2022,1,4,0.9982171580926334,10.415482812375444
2022-01-04 15:00:00,2022-01-04 15:00:00,0.12394021126609922,2022,1,4,0.9981754682838762,10.105694894104861
2022-01-04 16:00:00,2022-01-04 16:00:00,0.5593271006511351,2022,1,4,0.9981332971019379,10.540660071670514
2022-01-04 17:00:00,2022-01-04 17:00:00,0.6372890729217111,2022,1,4,0.9980906445671558,10.618195518593268
2022-01-04 18:00:00,2022-01-04 18:00:00,0.18494315943586137,2022,1,4,0.9980475107000991,10.165418266436852
2022-01-04 19:00:00,2022-01-04 19:00:00,0.4435697277023749,2022,1,4,0.9980038955215694,10.423608682918069
2022-01-04 20:00:00,2022-01-04 20:00:00,0.31858651381986536,2022,1,4,0.9979597990526001,10.298184504345866
2022-01-04 21:00:00,2022-01-04 21:00:00,0.7386593537025125,2022,1,4,0.9979152213144571,10.717811566847084
2022-01-04 22:00:00,2022-01-04 22:00:00,0.10192271975222955,2022,1,4,0.9978701623286378,10.080624343038608
2022-01-04 23:00:00,2022-01-04 23:00:00,0.9641550477329821,2022,1,4,0.9978246221168723,10.942401268901705
2022-01-05 00:00:00,2022-01-05 00:00:00,0.0602604146407264,2022,1,5,0.9977786007011223,10.03804642165195
2022-01-05 01:00:00,2022-01-05 01:00:00,0.6307562812580182,2022,1,5,0.997732098103582,10.608077262293838
2022-01-05 02:00:00,2022-01-05 02:00:00,0.9933748035084828,2022,1,5,0.9976851143466773,10.970225946975255
2022-01-05 03:00:00,2022-01-05 03:00:00,0.6054321309088413,2022,1,5,0.9976376494530662,10.581808625439503
2022-01-05 04:00:00,2022-01-05 04:00:00,0.1538395100715455,2022,1,5,0.9975897034456389,10.129736544527935
2022-01-05 05:00:00,2022-01-05 05:00:00,0.27208979735236816,2022,1,5,0.9975412763475174,10.247502560827543
2022-01-05 06:00:00,2022-01-05 06:00:00,0.6761416574495525,2022,1,5,0.997492368182056,10.651065339270112
2022-01-05 07:00:00,2022-01-05 07:00:00,0.48355118145317455,2022,1,5,0.9974429789728406,10.45798097118158
2022-01-05 08:00:00,2022-01-05 08:00:00,0.3408353411433489,2022,1,5,0.9973931087436895,10.314766428580244
2022-01-05 09:00:00,2022-01-05 09:00:00,0.8988989020289911,2022,1,5,0.9973427575186525,10.872326477215516
2022-01-05 10:00:00,2022-01-05 10:00:00,0.33029436959580627,2022,1,5,0.9972919253220119,10.303213622815926
2022-01-05 11:00:00,2022-01-05 11:00:00,0.9376963746656128,2022,1,5,0.9972406121782815,10.910102496448427
2022-01-05 12:00:00,2022-01-05 12:00:00,0.7228871926160988,2022,1,5,0.9971888181122075,10.694775373738175
2022-01-05 13:00:00,2022-01-05 13:00:00,0.06379355199263015,2022,1,5,0.9971365431487673,10.035158983480303
2022-01-05 14:00:00,2022-01-05 14:00:00,0.09274399226145791,2022,1,5,0.997083787313171,10.063581865393168
2022-01-05 15:00:00,2022-01-05 15:00:00,0.5548057319676395,2022,1,5,0.9970305506308603,10.525111238276244
2022-01-05 16:00:00,2022-01-05 16:00:00,0.9413286215364023,2022,1,5,0.9969768331275085,10.911096952811487
2022-01-05 17:00:00,2022-01-05 17:00:00,0.13094087583697656,2022,1,5,0.9969226348290212,10.100167224127189
2022-01-05 18:00:00,2022-01-05 18:00:00,0.758852675663556,2022,1,5,0.9968679557615356,10.727532233278913
2022-01-05 19:00:00,2022-01-05 19:00:00,0.9831175770132771,2022,1,5,0.996812795951421,10.951245536527486
2022-01-05 20:00:00,2022-01-05 20:00:00,0.6345641133718285,2022,1,5,0.9967571554252782,10.60213566762461
2022-01-05 21:00:00,2022-01-05 21:00:00,0.25053752208129476,2022,1,5,0.9967010342099402,10.217547864180696
2022-01-05 22:00:00,2022-01-05 22:00:00,0.6391487808768778,2022,1,5,0.9966444323324715,10.605593104201594
2022-01-05 23:00:00,2022-01-05 23:00:00,0.17047549497700298,2022,1,5,0.9965873498201685,10.136348993178688
2022-01-06 00:00:00,2022-01-06 00:00:00,0.8640867953541511,2022,1,6,0.9965297867005595,10.829384662359745
2022-01-06 01:00:00,2022-01-06 01:00:00,0.8825348311804948,2022,1,6,0.9964717430014044,10.847252261194539
2022-01-06 02:00:00,2022-01-06 02:00:00,0.658753696293981,2022,1,6,0.9964132187506951,10.622885883800933
2022-01-06 03:00:00,2022-01-06 03:00:00,0.6976745094943144,2022,1,6,0.996354213976655,10.661216649260865
2022-01-06 04:00:00,2022-01-06 04:00:00,0.11063489031792806,2022,1,6,0.9962947287077394,10.073582177395323
2022-01-06 05:00:00,2022-01-06 05:00:00,0.43980272373657725,2022,1,6,0.9962347629726351,10.402150353462929
2022-01-06 06:00:00,2022-01-06 06:00:00,0.13486642943254867,2022,1,6,0.996174316800261,10.096609597435158
2022-01-06 07:00:00,2022-01-06 07:00:00,0.08676536748930608,2022,1,6,0.9961133902197672,10.047899269686978
2022-01-06 08:00:00,2022-01-06 08:00:00,0.5711755070484649,2022,1,6,0.9960519832605359,10.531695339653824
2022-01-06 09:00:00,2022-01-06 09:00:00,0.3016740095233835,2022,1,6,0.9959900959521808,10.26157496904519
2022-01-06 10:00:00,2022-01-06 10:00:00,0.9746012788234225,2022,1,6,0.9959277283245471,10.933878562068895
2022-01-06 11:00:00,2022-01-06 11:00:00,0.9614384004694067,2022,1,6,0.9958648804077119,10.920087204546526
2022-01-06 12:00:00,2022-01-06 12:00:00,0.8220197534042221,2022,1,6,0.9958015522319837,10.780035275724059
2022-01-06 13:00:00,2022-01-06 13:00:00,0.75346222664706,2022,1,6,0.9957377438279029,10.710839664926088
2022-01-06 14:00:00,2022-01-06 14:00:00,0.7743269497934792,2022,1,6,0.9956734552262411,10.73106150205589
2022-01-06 15:00:00,2022-01-06 15:00:00,0.7267027476161744,2022,1,6,0.9956086864580017,10.682789612196192
2022-01-06 16:00:00,2022-01-06 16:00:00,0.9603035619338466,2022,1,6,0.9955434375544198,10.915737937478044
2022-01-06 17:00:00,2022-01-06 17:00:00,0.004126508879744417,2022,1,6,0.9954777085469617,9.958903594349362
2022-01-06 18:00:00,2022-01-06 18:00:00,0.1070518027511207,2022,1,6,0.9954114994673254,10.061166797424375
2022-01-06 19:00:00,2022-01-06 19:00:00,0.22734370220494515,2022,1,6,0.9953448103474407,10.180791805679352
2022-01-06 20:00:00,2022-01-06 20:00:00,0.5407687931304469,2022,1,6,0.9952776412194684,10.49354520532513
2022-01-06 21:00:00,2022-01-06 21:00:00,0.19730134845625424,2022,1,6,0.995209992115801,10.149401269614263
2022-01-06 22:00:00,2022-01-06 22:00:00,0.2689746063432551,2022,1,6,0.9951418630690625,10.22039323703388
2022-01-06 23:00:00,2022-01-06 23:00:00,0.5436381942587911,2022,1,6,0.9950732541121086,10.494370735379878
2022-01-07 00:00:00,2022-01-07 00:00:00,0.5328854641607651,2022,1,7,0.9950041652780258,10.482927116941024
2022-01-07 01:00:00,2022-01-07 01:00:00,0.5333356234376087,2022,1,7,0.9949345966001326,10.482681589438934
2022-01-07 02:00:00,2022-01-07 02:00:00,0.6139887549039753,2022,1,7,0.9948645481119787,10.562634236023762
2022-01-07 03:00:00,2022-01-07 03:00:00,0.6682216483936387,2022,1,7,0.9947940198473452,10.61616184686709
2022-01-07 04:00:00,2022-01-07 04:00:00,0.7594510220298842,2022,1,7,0.9947230118402446,10.70668114043233
2022-01-07 05:00:00,2022-01-07 05:00:00,0.9904607299754328,2022,1,7,0.9946515241249206,10.93697597122464
2022-01-07 06:00:00,2022-01-07 06:00:00,0.6732230021548985,2022,1,7,0.9945795567358485,10.619018569513385
2022-01-07 07:00:00,2022-01-07 07:00:00,0.4446724203175292,2022,1,7,0.9945071097077347,10.389743517394876
2022-01-07 08:00:00,2022-01-07 08:00:00,0.20354558863353112,2022,1,7,0.9944341830755171,10.147887419388702
2022-01-07 09:00:00,2022-01-07 09:00:00,0.054704343227829355,2022,1,7,0.9943607768743647,9.998312111971476
2022-01-07 10:00:00,2022-01-07 10:00:00,0.0282935450124292,2022,1,7,0.994286891139678,9.97116245640921
2022-01-07 11:00:00,2022-01-07 11:00:00,0.2624645411968576,2022,1,7,0.9942125259070885,10.204589800267742
2022-01-07 12:00:00,2022-01-07 12:00:00,0.41290197770581316,2022,1,7,0.994137681212459,10.354278789830403
2022-01-07 13:00:00,2022-01-07 13:00:00,0.7246512117980513,2022,1,7,0.9940623570918838,10.665274782716889
2022-01-07 14:00:00,2022-01-07 14:00:00,0.013958518994763525,2022,1,7,0.9939865535816881,9.953824054811646
2022-01-07 15:00:00,2022-01-07 15:00:00,0.056887953647626444,2022,1,7,0.9939102707184282,9.99599066083191
2022-01-07 16:00:00,2022-01-07 16:00:00,0.9077951960752949,2022,1,7,0.993833508538892,10.846130281464214
2022-01-07 17:00:00,2022-01-07 17:00:00,0.27308250341195595,2022,1,7,0.993756267080098,10.210645174212937
2022-01-07 18:00:00,2022-01-07 18:00:00,0.5476685059920366,2022,1,7,0.9936785463792964,10.484453969785001
2022-01-07 19:00:00,2022-01-07 19:00:00,0.5611184069258638,2022,1,7,0.9936003464739682,10.497121871665547
2022-01-07 20:00:00,2022-01-07 20:00:00,0.3776819920957144,2022,1,7,0.9935216674018256,10.31289866611397
2022-01-07 21:00:00,2022-01-07 21:00:00,0.19678563811012206,2022,1,7,0.9934425092008116,10.131210730118237
2022-01-07 22:00:00,2022-01-07 22:00:00,0.5087948181294829,2022,1,7,0.9933628719091006,10.442423537220488
2022-01-07 23:00:00,2022-01-07 23:00:00,0.15471218289757527,2022,1,7,0.9932827555650979,10.087539738548553
2022-01-08 00:00:00,2022-01-08 00:00:00,0.9448875340347276,2022,1,8,0.99320216020744,10.876909136109127
2022-01-08 01:00:00,2022-01-08 01:00:00,0.6508369378792345,2022,1,8,0.9931210858749941,10.582047796629176
2022-01-08 02:00:00,2022-01-08 02:00:00,0.958578702462979,2022,1,8,0.9930395326068586,10.888974028531566
2022-01-08 03:00:00,2022-01-08 03:00:00,0.9673716121803944,2022,1,8,0.9929575004423629,10.896946616604023
2022-01-08 04:00:00,2022-01-08 04:00:00,0.7550063836526042,2022,1,8,0.992874989421067,10.683756277863274
2022-01-08 05:00:00,2022-01-08 05:00:00,0.8052295731154218,2022,1,8,0.9927919995827623,10.733149568943045
2022-01-08 06:00:00,2022-01-08 06:00:00,0.7747770921051907,2022,1,8,0.9927085309674709,10.7018624017799
2022-01-08 07:00:00,2022-01-08 07:00:00,0.470439283137287,2022,1,8,0.9926245836154458,10.396685119291744
2022-01-08 08:00:00,2022-01-08 08:00:00,0.8538804629750468,2022,1,8,0.9925401575671708,10.779282038646755
2022-01-08 09:00:00,2022-01-08 09:00:00,0.44971175461121227,2022,1,8,0.9924552528633608,10.37426428324482
2022-01-08 10:00:00,2022-01-08 10:00:00,0.11102224243394376,2022,1,8,0.992369869544961,10.034720937883552
2022-01-08 11:00:00,2022-01-08 11:00:00,0.8883471608086662,2022,1,8,0.9922840076531481,10.811187237340146
2022-01-08 12:00:00,2022-01-08 12:00:00,0.12701095414610564,2022,1,8,0.992197667229329,10.048987626439397
2022-01-08 13:00:00,2022-01-08 13:00:00,0.8464301934381344,2022,1,8,0.992110848315142,10.767538676589554
2022-01-08 14:00:00,2022-01-08 14:00:00,0.8153259150911132,2022,1,8,0.9920235509524553,10.735561424615666
2022-01-08 15:00:00,2022-01-08 15:00:00,0.5130063869343834,2022,1,8,0.9919357751833687,10.43236413876807
2022-01-08 16:00:00,2022-01-08 16:00:00,0.005804266412020698,2022,1,8,0.9918475210502122,9.924279476914144
2022-01-08 17:00:00,2022-01-08 17:00:00,0.046198607203654096,2022,1,8,0.9917587885955467,9.963786493159121
2022-01-08 18:00:00,2022-01-08 18:00:00,0.24947418180215641,2022,1,8,0.9916695778621636,10.166169960423792
2022-01-08 19:00:00,2022-01-08 19:00:00,0.3986012651553513,2022,1,8,0.991579888893085,10.3144001540862
2022-01-08 20:00:00,2022-01-08 20:00:00,0.7106679628738858,2022,1,8,0.9914897217315638,10.625565180189524
2022-01-08 21:00:00,2022-01-08 21:00:00,0.9961824243992065,2022,1,8,0.9913990764210834,10.91017318861004
2022-01-08 22:00:00,2022-01-08 22:00:00,0.16999374454548632,2022,1,8,0.9913079530053578,10.083073274599064
2022-01-08 23:00:00,2022-01-08 23:00:00,0.5479483211115899,2022,1,8,0.9912163515283313,10.460111836394903
2022-01-09 00:00:00,2022-01-09 00:00:00,0.07225252812596583,2022,1,9,0.9911242720341794,9.983495248467761
2022-01-09 01:00:00,2022-01-09 01:00:00,0.31189343825561333,2022,1,9,0.9910317145673073,10.222210583928685
2022-01-09 02:00:00,2022-01-09 02:00:00,0.2023267289356171,2022,1,9,0.9909386791723515,10.111713520659132
2022-01-09 03:00:00,2022-01-09 03:00:00,0.8834600551367708,2022,1,9,0.9908451658941783,10.791911714078553
2022-01-09 04:00:00,2022-01-09 04:00:00,0.7935432550654749,2022,1,9,0.9907511747778849,10.701055002844322
2022-01-09 05:00:00,2022-01-09 05:00:00,0.7745302173149172,2022,1,9,0.9906567058687987,10.681097276002903
2022-01-09 06:00:00,2022-01-09 06:00:00,0.8316653213185513,2022,1,9,0.9905617592124779,10.73728291344333
2022-01-09 07:00:00,2022-01-09 07:00:00,0.1326548549783898,2022,1,9,0.9904663348547105,10.037318203525494
2022-01-09 08:00:00,2022-01-09 08:00:00,0.7273753423867255,2022,1,9,0.9903704328415154,10.63107967080188
2022-01-09 09:00:00,2022-01-09 09:00:00,0.44641781909273914,2022,1,9,0.9902740532191414,10.349158351284153
2022-01-09 10:00:00,2022-01-09 10:00:00,0.9135731624319615,2022,1,9,0.9901771960340682,10.815345122772642
2022-01-09 11:00:00,2022-01-09 11:00:00,0.5087411267532502,2022,1,9,0.9900798613330053,10.409539740083304
2022-01-09 12:00:00,2022-01-09 12:00:00,0.3069999700255437,2022,1,9,0.9899820491628926,10.20682046165447
2022-01-09 13:00:00,2022-01-09 13:00:00,0.8292055374268517,2022,1,9,0.9898837595709004,10.728043133135856
2022-01-09 14:00:00,2022-01-09 14:00:00,0.7163393016464441,2022,1,9,0.989784992604429,10.614189227690733
2022-01-09 15:00:00,2022-01-09 15:00:00,0.4320500952906058,2022,1,9,0.9896857483111093,10.328907578401699
2022-01-09 16:00:00,2022-01-09 16:00:00,0.5473814933841541,2022,1,9,0.9895860267388021,10.443241760772176
2022-01-09 17:00:00,2022-01-09 17:00:00,0.3429021107904574,2022,1,9,0.9894858279355984,10.237760390146441
2022-01-09 18:00:00,2022-01-09 18:00:00,0.6890699105446293,2022,1,9,0.9893851519498194,10.582921430042823
2022-01-09 19:00:00,2022-01-09 19:00:00,0.09795333194838796,2022,1,9,0.9892839988300164,9.990793320248551
2022-01-09 20:00:00,2022-01-09 20:00:00,0.386507959207697,2022,1,9,0.9891823686249708,10.278331645457405
2022-01-09 21:00:00,2022-01-09 21:00:00,0.6803099443455611,2022,1,9,0.989080261383694,10.5711125581825
2022-01-09 22:00:00,2022-01-09 22:00:00,0.42700957427044417,2022,1,9,0.9889776771554276,10.31678634582472
2022-01-09 23:00:00,2022-01-09 23:00:00,0.052510573326685406,2022,1,9,0.9888746159896432,9.941256733223117
2022-01-10 00:00:00,2022-01-10 00:00:00,0.3458868438729794,2022,1,10,0.9887710779360422,10.2335976232334
2022-01-10 01:00:00,2022-01-10 01:00:00,0.7714643680393644,2022,1,10,0.9886670630445564,10.658134998484929
2022-01-10 02:00:00,2022-01-10 02:00:00,0.4394148164106991,2022,1,10,0.9885625713653472,10.32504053006417
2022-01-10 03:00:00,2022-01-10 03:00:00,0.8193875295707549,2022,1,10,0.9884576029488059,10.703963559058813
2022-01-10 04:00:00,2022-01-10 04:00:00,0.6998966652741844,2022,1,10,0.9883521578455541,10.583418243729726
2022-01-10 05:00:00,2022-01-10 05:00:00,0.6259973170374347,2022,1,10,0.9882462361064427,10.508459678101861
2022-01-10 06:00:00,2022-01-10 06:00:00,0.4946856415883506,2022,1,10,0.988139837782553,10.37608401941388
2022-01-10 07:00:00,2022-01-10 07:00:00,0.8625262019984095,2022,1,10,0.9880329629251958,10.742855831250369
2022-01-10 08:00:00,2022-01-10 08:00:00,0.8601205527451391,2022,1,10,0.987925611585912,10.739376668604258
2022-01-10 09:00:00,2022-01-10 09:00:00,0.2605772870155928,2022,1,10,0.9878177838164719,10.138755125180312
2022-01-10 10:00:00,2022-01-10 10:00:00,0.6901723376658875,2022,1,10,0.987709479668876,10.567267134354648
2022-01-10 11:00:00,2022-01-10 11:00:00,0.5925339148069082,2022,1,10,0.9876006991953541,10.46854090676045
2022-01-10 12:00:00,2022-01-10 12:00:00,0.1964698899866829,2022,1,10,0.9874914424483661,10.071384314470343
2022-01-10 13:00:00,2022-01-10 13:00:00,0.5757107901761278,2022,1,10,0.9873817094806012,10.44952788498214
2022-01-10 14:00:00,2022-01-10 14:00:00,0.1301038345830431,2022,1,10,0.9872715003449786,10.002818838032828
2022-01-10 15:00:00,2022-01-10 15:00:00,0.8655803971271749,2022,1,10,0.9871608150946469,10.737188548073645
2022-01-10 16:00:00,2022-01-10 16:00:00,0.2538624141024204,2022,1,10,0.9870496537829845,10.124358951932264
2022-01-10 17:00:00,2022-01-10 17:00:00,0.5311944956049788,2022,1,10,0.9869380164635992,10.40057466024097
2022-01-10 18:00:00,2022-01-10 18:00:00,0.04983086934251302,2022,1,10,0.9868259031903286,9.918089901245798
2022-01-10 19:00:00,2022-01-10 19:00:00,0.3855976593642789,2022,1,10,0.9867133140172395,10.252730799536675
2022-01-10 20:00:00,2022-01-10 20:00:00,0.10775658363604923,2022,1,10,0.9866002489986284,9.973759073622334
